Date,Cases,Deaths
2021-04-23,2196494,34758
2020-05-12,41915,1778
2020-09-12,661563,12599
2021-04-24,2203905,34811
2020-05-13,42394,1826
2020-09-13,663986,12607
2021-04-25,2208576,34847
2020-05-14,43202,1874
2020-09-14,665722,12641
2021-04-26,2212089,34911
2020-05-15,44130,1916
2020-09-15,668838,12786
2021-04-27,2217360,34957
2020-05-16,44803,1963
2020-09-16,671193,12938
2021-04-28,2222538,35029
2020-05-17,45580,1972
2020-09-17,674448,13085
2021-04-29,2228204,35083
2020-05-18,46434,1996
2020-09-18,677652,13224
2020-05-19,46936,2051
2020-09-19,681225,13286
2022-04-30,5925668,73948
2021-09-20,3503976,51884
2021-05-20,2302481,36346
2021-01-20,1601003,24577
2021-09-21,3517177,51889
2021-05-21,2304852,36440
2020-06-10,67363,2800
2021-01-21,1613876,24738
2021-09-22,3527250,51892
2021-05-22,2308258,36462
2020-06-11,69061,2847
2021-01-22,1627595,25010
2021-09-23,3531465,53105
2021-05-23,2310327,36473
2020-06-12,70963,2876
2021-01-23,1639906,25163
2021-09-24,3539272,53580
2021-05-24,2311933,36500
2020-06-13,73544,2924
2021-01-24,1649441,25292
2021-09-25,3546292,53580
2021-05-25,2313807,36580
2020-06-14,75560,2930
2021-01-25,1658161,25445
2021-09-26,3546292,53580
2021-05-26,2316134,36646
2020-06-15,77318,2937
2021-01-26,1667755,25672
2021-09-27,3555096,54063
2021-05-27,2318472,36732
2020-06-16,80101,2992
2021-01-27,1676163,25832
2021-09-28,3560152,54067
2021-05-28,2320810,36773
2020-06-17,82711,3017
2021-01-28,1687586,26034
2021-09-29,3565971,54071
2021-05-29,2320810,36773
2020-06-18,85918,3060
2021-01-29,1698562,26253
2020-06-19,89740,3103
2020-11-30,999311,18596
2022-05-30,6125115,74466
2022-01-30,5501599,64955
2022-05-31,6159702,74550
2022-01-31,5535803,65265
2021-06-20,2310881,37555
2021-02-20,1863699,29812
2021-06-21,2314559,37585
2020-07-10,244143,4101
2021-02-21,1868764,29905
2021-06-22,2316238,37656
2020-07-11,254503,4196
2021-02-22,1872915,30064
2021-06-23,2318122,37678
2020-07-12,269803,4241
2021-02-23,1878525,30212
2021-06-24,2320057,37705
2020-07-13,282427,4276
2021-02-24,1885653,30339
2021-06-25,2321929,37772
2020-07-14,291621,4408
2021-02-25,1892293,30477
2021-06-26,2321929,37772
2020-07-15,301802,4520
2021-02-26,1898215,30623
2021-06-27,2321929,37772
2020-07-16,315767,4676
2021-02-27,1903674,30733
2021-06-28,2321929,37772
2020-07-17,327233,4804
2021-02-28,1909213,30851
2021-06-29,2327165,37836
2020-07-18,337561,4894
2020-07-19,350039,4981
2020-12-30,1306115,21545
2020-12-31,1323307,21672
2022-06-30,6482295,75800
